"MaterialID","MaterialName","Thickness","Width","Size","Material","MaterialStandardPrice","UnitOfMeasure","MaterialType"
"5/448OAK","5/4in X 4in X 8ft  Oak","5/4","4","5/4in X 4in X 8ft","Oak",16.0,"bdft","Wood"
"1-1/284PIN","1-1/2in X 8in X 4ft  Pine","1-1/2","8","1-1/2in X 8in X 4ft","Pine",12.0,"bdft","Wood"
"1-1/2312BIR","1-1/2in X 3in X 12ft  Birch","1-1/2","3","1-1/2in X 3in X 12ft","Birch",16.2,"bdft","Wood"
"4812CHE","4in X 8in X 12ft  Cherry","4","8","4in X 8in X 12ft","Cherry",240.0,"bdft","Wood"
"10616BIR","10in X 6in X 16ft  Birch","10","6","10in X 6in X 16ft","Birch",360.0,"bdft","Wood"
"1-1/224PIN","1-1/2in X 2in X 4ft  Pine","1-1/2","2","1-1/2in X 2in X 4ft","Pine",3.0,"bdft","Wood"
"LBRW","Labor Woodworking",,,"1hr","Labor",8.0,"ea","Labor"
"NF3/4","Finish Nail 3/4in",,,"3/4in","Finish Nail",0.0375,"ea","Nails"
"3/8810BIR","3/8in X 8in X 10ft  Birch","3/8","8","3/8in X 8in X 10ft","Birch",9.0,"bdft","Wood"
"1-1/288CHE","1-1/2in X 8in X 8ft  Cherry","1-1/2","8","1-1/2in X 8in X 8ft","Cherry",48.0,"bdft","Wood"
"3/4212OAK","3/4in X 2in X 12ft  Oak","3/4","2","3/4in X 2in X 12ft","Oak",7.2,"bdft","Wood"
"5/8610OAK","5/8in X 6in X 10ft  Oak","5/8","6","5/8in X 6in X 10ft","Oak",13.8,"bdft","Wood"
"3/8610OAK","3/8in X 6in X 10ft  Oak","3/8","6","3/8in X 6in X 10ft","Oak",9.0,"bdft","Wood"
"5/8310CHE","5/8in X 3in X 10ft  Cherry","5/8","3","5/8in X 3in X 10ft","Cherry",8.625,"bdft","Wood"
"NC300","Common Nail 3in",,,,,0.3,"each","Nails"
"1/228BIR","1/2in X 2in X 8ft  Birch","1/2","2","1/2in X 2in X 8ft","Birch",2.4,"bdft","Wood"
"41210ASH","4in X 12in X 10ft  Ash","4","12","4in X 12in X 10ft","Ash",210.0,"bdft","Wood"
"1/4210CHE","1/4in X 2in X 10ft  Cherry","1/4","2","1/4in X 2in X 10ft","Cherry",2.5,"bdft","Wood"
"4816CHE","4in X 8in X 16ft  Cherry","4","8","4in X 8in X 16ft","Cherry",320.0,"bdft","Wood"
"1-1/248WAL","1-1/2in X 4in X 8ft  Walnut","1-1/2","4","1-1/2in X 4in X 8ft","Walnut",21.6,"bdft","Wood"
"3/4612WAL","3/4in X 6in X 12ft  Walnut","3/4","6","3/4in X 6in X 12ft","Walnut",24.3,"bdft","Wood"
"2108WAL","2in X 10in X 8ft  Walnut","2","10","2in X 10in X 8ft","Walnut",72.0,"bdft","Wood"
"NC3/8","Common Nail 3/8in",,,"3/8in","Common Nail",0.01875,"ea","Nails"
"1/2210ASH","1/2in X 2in X 10ft  Ash","1/2","2","1/2in X 2in X 10ft","Ash",3.5,"bdft","Wood"
"1084BIR","10in X 8in X 4ft  Birch","10","8","10in X 8in X 4ft","Birch",120.0,"bdft","Wood"
"5/8312BIR","5/8in X 3in X 12ft  Birch","5/8","3","5/8in X 3in X 12ft","Birch",6.21,"bdft","Wood"
"1-1/2312OAK","1-1/2in X 3in X 12ft  Oak","1-1/2","3","1-1/2in X 3in X 12ft","Oak",21.6,"bdft","Wood"
"1-1/288WAL","1-1/2in X 8in X 8ft  Walnut","1-1/2","8","1-1/2in X 8in X 8ft","Walnut",43.2,"bdft","Wood"
"4612CHE","4in X 6in X 12ft  Cherry","4","6","4in X 6in X 12ft","Cherry",180.0,"bdft","Wood"
"624OAK","6in X 2in X 4ft  Oak","6","2","6in X 2in X 4ft","Oak",24.0,"bdft","Wood"
"3/8816CHE","3/8in X 8in X 16ft  Cherry","3/8","8","3/8in X 8in X 16ft","Cherry",24.0,"bdft","Wood"
"2812PIN","2in X 8in X 12ft  Pine","2","8","2in X 8in X 12ft","Pine",48.0,"bdft","Wood"
"5/4816OAK","5/4in X 8in X 16ft  Oak","5/4","8","5/4in X 8in X 16ft","Oak",64.0,"bdft","Wood"
"1/434OAK","1/4in X 3in X 4ft  Oak","1/4","3","1/4in X 3in X 4ft","Oak",1.2,"bdft","Wood"
"3/838CHE","3/8in X 3in X 8ft  Cherry","3/8","3","3/8in X 3in X 8ft","Cherry",4.5,"bdft","Wood"
"5/424ASH","5/4in X 2in X 4ft  Ash","5/4","2","5/4in X 2in X 4ft","Ash",3.5,"bdft","Wood"
"1/4212PIN","1/4in X 2in X 12ft  Pine","1/4","2","1/4in X 2in X 12ft","Pine",1.5,"bdft","Wood"
"5/434ASH","5/4in X 3in X 4ft  Ash","5/4","3","5/4in X 3in X 4ft","Ash",5.25,"bdft","Wood"
"244CHE","2in X 4in X 4ft  Cherry","2","4","2in X 4in X 4ft","Cherry",16.0,"bdft","Wood"
"11010ASH","1in X 10in X 10ft  Ash","1","10","1in X 10in X 10ft","Ash",35.0,"bdft","Wood"
"1034BIR","10in X 3in X 4ft  Birch","10","3","10in X 3in X 4ft","Birch",45.0,"bdft","Wood"
"NOW034","Oval Wire Nail 3/4in",,,,,0.075,"each","Nails"
"41012PIN","4in X 10in X 12ft  Pine","4","10","4in X 10in X 12ft","Pine",150.0,"bdft","Wood"
"5/41016BIR","5/4in X 10in X 16ft  Birch","5/4","10","5/4in X 10in X 16ft","Birch",60.0,"bdft","Wood"
"1/2416WAL","1/2in X 4in X 16ft  Walnut","1/2","4","1/2in X 4in X 16ft","Walnut",14.4,"bdft","Wood"
"1/4128WAL","1/4in X 12in X 8ft  Walnut","1/4","12","1/4in X 12in X 8ft","Walnut",10.8,"bdft","Wood"
"5/81010WAL","5/8in X 10in X 10ft  Walnut","5/8","10","5/8in X 10in X 10ft","Walnut",25.875,"bdft","Wood"
"1284PIN","12in X 8in X 4ft  Pine","12","8","12in X 8in X 4ft","Pine",120.0,"bdft","Wood"
"2312WAL","2in X 3in X 12ft  Walnut","2","3","2in X 3in X 12ft","Walnut",32.4,"bdft","Wood"
"1-1/21216CHE","1-1/2in X 12in X 16ft  Cherry","1-1/2","12","1-1/2in X 12in X 16ft","Cherry",144.0,"bdft","Wood"
"1244PIN","12in X 4in X 4ft  Pine","12","4","12in X 4in X 4ft","Pine",60.0,"bdft","Wood"
"61210WAL","6in X 12in X 10ft  Walnut","6","12","6in X 12in X 10ft","Walnut",405.0,"bdft","Wood"
"124CHE","1in X 2in X 4ft  Cherry","1","2","1in X 2in X 4ft","Cherry",4.0,"bdft","Wood"
"5/41010ASH","5/4in X 10in X 10ft  Ash","5/4","10","5/4in X 10in X 10ft","Ash",43.75,"bdft","Wood"
"12616BIR","12in X 6in X 16ft  Birch","12","6","12in X 6in X 16ft","Birch",432.0,"bdft","Wood"
"3/4124PIN","3/4in X 12in X 4ft  Pine","3/4","12","3/4in X 12in X 4ft","Pine",9.0,"bdft","Wood"
"1-1/2124PIN","1-1/2in X 12in X 4ft  Pine","1-1/2","12","1-1/2in X 12in X 4ft","Pine",18.0,"bdft","Wood"
"5/468CHE","5/4in X 6in X 8ft  Cherry","5/4","6","5/4in X 6in X 8ft","Cherry",30.0,"bdft","Wood"
"41012OAK","4in X 10in X 12ft  Oak","4","10","4in X 10in X 12ft","Oak",240.0,"bdft","Wood"
"3/8416PIN","3/8in X 4in X 16ft  Pine","3/8","4","3/8in X 4in X 16ft","Pine",6.0,"bdft","Wood"
"12412WAL","12in X 4in X 12ft  Walnut","12","4","12in X 4in X 12ft","Walnut",324.0,"bdft","Wood"
"3/844PIN","3/8in X 4in X 4ft  Pine","3/8","4","3/8in X 4in X 4ft","Pine",1.5,"bdft","Wood"
"5/468ASH","5/4in X 6in X 8ft  Ash","5/4","6","5/4in X 6in X 8ft","Ash",21.0,"bdft","Wood"
"10108CHE","10in X 10in X 8ft  Cherry","10","10","10in X 10in X 8ft","Cherry",500.0,"bdft","Wood"
"2416WAL","2in X 4in X 16ft  Walnut","2","4","2in X 4in X 16ft","Walnut",57.6,"bdft","Wood"
"2616OAK","2in X 6in X 16ft  Oak","2","6","2in X 6in X 16ft","Oak",76.8,"bdft","Wood"
"6128ASH","6in X 12in X 8ft  Ash","6","12","6in X 12in X 8ft","Ash",252.0,"bdft","Wood"
"644OAK","6in X 4in X 4ft  Oak","6","4","6in X 4in X 4ft","Oak",48.0,"bdft","Wood"
"12616OAK","12in X 6in X 16ft  Oak","12","6","12in X 6in X 16ft","Oak",576.0,"bdft","Wood"
"1/4610OAK","1/4in X 6in X 10ft  Oak","1/4","6","1/4in X 6in X 10ft","Oak",6.0,"bdft","Wood"
"1/2616ASH","1/2in X 6in X 16ft  Ash","1/2","6","1/2in X 6in X 16ft","Ash",16.8,"bdft","Wood"
"3/868PIN","3/8in X 6in X 8ft  Pine","3/8","6","3/8in X 6in X 8ft","Pine",4.5,"bdft","Wood"
"5/8210PIN","5/8in X 2in X 10ft  Pine","5/8","2","5/8in X 2in X 10ft","Pine",2.875,"bdft","Wood"
"1/41212CHE","1/4in X 12in X 12ft  Cherry","1/4","12","1/4in X 12in X 12ft","Cherry",18.0,"bdft","Wood"
"1/424CHE","1/4in X 2in X 4ft  Cherry","1/4","2","1/4in X 2in X 4ft","Cherry",1.0,"bdft","Wood"
"1/4412OAK","1/4in X 4in X 12ft  Oak","1/4","4","1/4in X 4in X 12ft","Oak",4.8,"bdft","Wood"
"2212WAL","2in X 2in X 12ft  Walnut","2","2","2in X 2in X 12ft","Walnut",21.6,"bdft","Wood"
"41210PIN","4in X 12in X 10ft  Pine","4","12","4in X 12in X 10ft","Pine",150.0,"bdft","Wood"
"3/4616WAL","3/4in X 6in X 16ft  Walnut","3/4","6","3/4in X 6in X 16ft","Walnut",32.4,"bdft","Wood"
"3/41216CHE","3/4in X 12in X 16ft  Cherry","3/4","12","3/4in X 12in X 16ft","Cherry",72.0,"bdft","Wood"
"12108CHE","12in X 10in X 8ft  Cherry","12","10","12in X 10in X 8ft","Cherry",600.0,"bdft","Wood"
"1/4812CHE","1/4in X 8in X 12ft  Cherry","1/4","8","1/4in X 8in X 12ft","Cherry",12.0,"bdft","Wood"
"1-1/268PIN","1-1/2in X 6in X 8ft  Pine","1-1/2","6","1-1/2in X 6in X 8ft","Pine",18.0,"bdft","Wood"
"1/2810WAL","1/2in X 8in X 10ft  Walnut","1/2","8","1/2in X 8in X 10ft","Walnut",18.0,"bdft","Wood"
"6816PIN","6in X 8in X 16ft  Pine","6","8","6in X 8in X 16ft","Pine",240.0,"bdft","Wood"
"5/4210PIN","5/4in X 2in X 10ft  Pine","5/4","2","5/4in X 2in X 10ft","Pine",6.25,"bdft","Wood"
"1-1/21012WAL","1-1/2in X 10in X 12ft  Walnut","1-1/2","10","1-1/2in X 10in X 12ft","Walnut",81.0,"bdft","Wood"
"1068ASH","10in X 6in X 8ft  Ash","10","6","10in X 6in X 8ft","Ash",210.0,"bdft","Wood"
"5/824WAL","5/8in X 2in X 4ft  Walnut","5/8","2","5/8in X 2in X 4ft","Walnut",2.07,"bdft","Wood"
"5/8124WAL","5/8in X 12in X 4ft  Walnut","5/8","12","5/8in X 12in X 4ft","Walnut",12.42,"bdft","Wood"
"3/8616CHE","3/8in X 6in X 16ft  Cherry","3/8","6","3/8in X 6in X 16ft","Cherry",18.0,"bdft","Wood"
"1104BIR","1in X 10in X 4ft  Birch","1","10","1in X 10in X 4ft","Birch",12.0,"bdft","Wood"
"6316WAL","6in X 3in X 16ft  Walnut","6","3","6in X 3in X 16ft","Walnut",162.0,"bdft","Wood"
"6812CHE","6in X 8in X 12ft  Cherry","6","8","6in X 8in X 12ft","Cherry",360.0,"bdft","Wood"
"61216BIR","6in X 12in X 16ft  Birch","6","12","6in X 12in X 16ft","Birch",432.0,"bdft","Wood"
"NST5/8","Staples 5/8in",,,"5/8in","Staples",0.02875,"ea","Nails"
"3/484CHE","3/4in X 8in X 4ft  Cherry","3/4","8","3/4in X 8in X 4ft","Cherry",12.0,"bdft","Wood"
"1/438OAK","1/4in X 3in X 8ft  Oak","1/4","3","1/4in X 3in X 8ft","Oak",2.4,"bdft","Wood"
"5/8316WAL","5/8in X 3in X 16ft  Walnut","5/8","3","5/8in X 3in X 16ft","Walnut",12.42,"bdft","Wood"
"5/428WAL","5/4in X 2in X 8ft  Walnut","5/4","2","5/4in X 2in X 8ft","Walnut",9.0,"bdft","Wood"
"138ASH","1in X 3in X 8ft  Ash","1","3","1in X 3in X 8ft","Ash",8.4,"bdft","Wood"
"NST112","Staples 1-1/2in",,,,,0.15,"each","Nails"
"3/448BIR","3/4in X 4in X 8ft  Birch","3/4","4","3/4in X 4in X 8ft","Birch",7.2,"bdft","Wood"
"628ASH","6in X 2in X 8ft  Ash","6","2","6in X 2in X 8ft","Ash",42.0,"bdft","Wood"
"1/268WAL","1/2in X 6in X 8ft  Walnut","1/2","6","1/2in X 6in X 8ft","Walnut",10.8,"bdft","Wood"
"6216WAL","6in X 2in X 16ft  Walnut","6","2","6in X 2in X 16ft","Walnut",108.0,"bdft","Wood"
"10128ASH","10in X 12in X 8ft  Ash","10","12","10in X 12in X 8ft","Ash",420.0,"bdft","Wood"
"1-1/284BIR","1-1/2in X 8in X 4ft  Birch","1-1/2","8","1-1/2in X 8in X 4ft","Birch",14.4,"bdft","Wood"
"3/4412BIR","3/4in X 4in X 12ft  Birch","3/4","4","3/4in X 4in X 12ft","Birch",10.8,"bdft","Wood"
"3/4210CHE","3/4in X 2in X 10ft  Cherry","3/4","2","3/4in X 2in X 10ft","Cherry",7.5,"bdft","Wood"
"1/21210BIR","1/2in X 12in X 10ft  Birch","1/2","12","1/2in X 12in X 10ft","Birch",18.0,"bdft","Wood"
"1/484WAL","1/4in X 8in X 4ft  Walnut","1/4","8","1/4in X 8in X 4ft","Walnut",3.6,"bdft","Wood"
"1/21012PIN","1/2in X 10in X 12ft  Pine","1/2","10","1/2in X 10in X 12ft","Pine",15.0,"bdft","Wood"
"3/8410WAL","3/8in X 4in X 10ft  Walnut","3/8","4","3/8in X 4in X 10ft","Walnut",6.75,"bdft","Wood"
"2310OAK","2in X 3in X 10ft  Oak","2","3","2in X 3in X 10ft","Oak",24.0,"bdft","Wood"
"1088WAL","10in X 8in X 8ft  Walnut","10","8","10in X 8in X 8ft","Walnut",360.0,"bdft","Wood"
"1/4410WAL","1/4in X 4in X 10ft  Walnut","1/4","4","1/4in X 4in X 10ft","Walnut",4.5,"bdft","Wood"
"3/8210CHE","3/8in X 2in X 10ft  Cherry","3/8","2","3/8in X 2in X 10ft","Cherry",3.75,"bdft","Wood"
"3/4310WAL","3/4in X 3in X 10ft  Walnut","3/4","3","3/4in X 3in X 10ft","Walnut",10.125,"bdft","Wood"
"1-1/2312PIN","1-1/2in X 3in X 12ft  Pine","1-1/2","3","1-1/2in X 3in X 12ft","Pine",13.5,"bdft","Wood"
"1-1/2412PIN","1-1/2in X 4in X 12ft  Pine","1-1/2","4","1-1/2in X 4in X 12ft","Pine",18.0,"bdft","Wood"
"3/484WAL","3/4in X 8in X 4ft  Walnut","3/4","8","3/4in X 8in X 4ft","Walnut",10.8,"bdft","Wood"
"1068OAK","10in X 6in X 8ft  Oak","10","6","10in X 6in X 8ft","Oak",240.0,"bdft","Wood"
"2412OAK","2in X 4in X 12ft  Oak","2","4","2in X 4in X 12ft","Oak",38.4,"bdft","Wood"
"3/8412PIN","3/8in X 4in X 12ft  Pine","3/8","4","3/8in X 4in X 12ft","Pine",4.5,"bdft","Wood"
"5/4216OAK","5/4in X 2in X 16ft  Oak","5/4","2","5/4in X 2in X 16ft","Oak",16.0,"bdft","Wood"
"1/228OAK","1/2in X 2in X 8ft  Oak","1/2","2","1/2in X 2in X 8ft","Oak",3.2,"bdft","Wood"
"3/8612CHE","3/8in X 6in X 12ft  Cherry","3/8","6","3/8in X 6in X 12ft","Cherry",13.5,"bdft","Wood"
"688ASH","6in X 8in X 8ft  Ash","6","8","6in X 8in X 8ft","Ash",168.0,"bdft","Wood"
"1/244BIR","1/2in X 4in X 4ft  Birch","1/2","4","1/2in X 4in X 4ft","Birch",2.4,"bdft","Wood"
"4212ASH","4in X 2in X 12ft  Ash","4","2","4in X 2in X 12ft","Ash",42.0,"bdft","Wood"
"NUT012","Upholstery Tack 1/2in",,,,,0.05,"each","Nails"
"4124ASH","4in X 12in X 4ft  Ash","4","12","4in X 12in X 4ft","Ash",84.0,"bdft","Wood"
"3/448PIN","3/4in X 4in X 8ft  Pine","3/4","4","3/4in X 4in X 8ft","Pine",6.0,"bdft","Wood"
"1-1/238WAL","1-1/2in X 3in X 8ft  Walnut","1-1/2","3","1-1/2in X 3in X 8ft","Walnut",16.2,"bdft","Wood"
"3/4108PIN","3/4in X 10in X 8ft  Pine","3/4","10","3/4in X 10in X 8ft","Pine",15.0,"bdft","Wood"
"NUT078","Upholstery Tack 7/8in",,,,,0.0875,"each","Nails"
"1/428PIN","1/4in X 2in X 8ft  Pine","1/4","2","1/4in X 2in X 8ft","Pine",1.0,"bdft","Wood"
"NC2","Common Nail 2in",,,"2in","Common Nail",0.1,"ea","Nails"
"5/4316WAL","5/4in X 3in X 16ft  Walnut","5/4","3","5/4in X 3in X 16ft","Walnut",27.0,"bdft","Wood"
"3/4612CHE","3/4in X 6in X 12ft  Cherry","3/4","6","3/4in X 6in X 12ft","Cherry",27.0,"bdft","Wood"
"11210PIN","1in X 12in X 10ft  Pine","1","12","1in X 12in X 10ft","Pine",30.0,"bdft","Wood"
"4316PIN","4in X 3in X 16ft  Pine","4","3","4in X 3in X 16ft","Pine",60.0,"bdft","Wood"
"1/2812CHE","1/2in X 8in X 12ft  Cherry","1/2","8","1/2in X 8in X 12ft","Cherry",24.0,"bdft","Wood"
"1-1/2316OAK","1-1/2in X 3in X 16ft  Oak","1-1/2","3","1-1/2in X 3in X 16ft","Oak",28.8,"bdft","Wood"
"1-1/224BIR","1-1/2in X 2in X 4ft  Birch","1-1/2","2","1-1/2in X 2in X 4ft","Birch",3.6,"bdft","Wood"
"3/434ASH","3/4in X 3in X 4ft  Ash","3/4","3","3/4in X 3in X 4ft","Ash",3.15,"bdft","Wood"
"3/4108WAL","3/4in X 10in X 8ft  Walnut","3/4","10","3/4in X 10in X 8ft","Walnut",27.0,"bdft","Wood"
"5/81016BIR","5/8in X 10in X 16ft  Birch","5/8","10","5/8in X 10in X 16ft","Birch",27.6,"bdft","Wood"
"2310BIR","2in X 3in X 10ft  Birch","2","3","2in X 3in X 10ft","Birch",18.0,"bdft","Wood"
"3/488OAK","3/4in X 8in X 8ft  Oak","3/4","8","3/4in X 8in X 8ft","Oak",19.2,"bdft","Wood"
"1268WAL","12in X 6in X 8ft  Walnut","12","6","12in X 6in X 8ft","Walnut",324.0,"bdft","Wood"
"5/4410PIN","5/4in X 4in X 10ft  Pine","5/4","4","5/4in X 4in X 10ft","Pine",12.5,"bdft","Wood"
"1/4210WAL","1/4in X 2in X 10ft  Walnut","1/4","2","1/4in X 2in X 10ft","Walnut",2.25,"bdft","Wood"
"5/444WAL","5/4in X 4in X 4ft  Walnut","5/4","4","5/4in X 4in X 4ft","Walnut",9.0,"bdft","Wood"
"2210PIN","2in X 2in X 10ft  Pine","2","2","2in X 2in X 10ft","Pine",10.0,"bdft","Wood"
"3/41212CHE","3/4in X 12in X 12ft  Cherry","3/4","12","3/4in X 12in X 12ft","Cherry",54.0,"bdft","Wood"
"10616PIN","10in X 6in X 16ft  Pine","10","6","10in X 6in X 16ft","Pine",300.0,"bdft","Wood"
"6816BIR","6in X 8in X 16ft  Birch","6","8","6in X 8in X 16ft","Birch",288.0,"bdft","Wood"
"4124PIN","4in X 12in X 4ft  Pine","4","12","4in X 12in X 4ft","Pine",60.0,"bdft","Wood"
"5/4124BIR","5/4in X 12in X 4ft  Birch","5/4","12","5/4in X 12in X 4ft","Birch",18.0,"bdft","Wood"
"1/21216CHE","1/2in X 12in X 16ft  Cherry","1/2","12","1/2in X 12in X 16ft","Cherry",48.0,"bdft","Wood"
"1/21212CHE","1/2in X 12in X 12ft  Cherry","1/2","12","1/2in X 12in X 12ft","Cherry",36.0,"bdft","Wood"
"121216WAL","12in X 12in X 16ft  Walnut","12","12","12in X 12in X 16ft","Walnut",1296.0,"bdft","Wood"
"11010CHE","1in X 10in X 10ft  Cherry","1","10","1in X 10in X 10ft","Cherry",50.0,"bdft","Wood"
"5/864ASH","5/8in X 6in X 4ft  Ash","5/8","6","5/8in X 6in X 4ft","Ash",4.83,"bdft","Wood"
"12128BIR","12in X 12in X 8ft  Birch","12","12","12in X 12in X 8ft","Birch",432.0,"bdft","Wood"
"10310OAK","10in X 3in X 10ft  Oak","10","3","10in X 3in X 10ft","Oak",150.0,"bdft","Wood"
"3/4316BIR","3/4in X 3in X 16ft  Birch","3/4","3","3/4in X 3in X 16ft","Birch",10.8,"bdft","Wood"
"5/8312PIN","5/8in X 3in X 12ft  Pine","5/8","3","5/8in X 3in X 12ft","Pine",5.175,"bdft","Wood"
"434PIN","4in X 3in X 4ft  Pine","4","3","4in X 3in X 4ft","Pine",15.0,"bdft","Wood"
"4104ASH","4in X 10in X 4ft  Ash","4","10","4in X 10in X 4ft","Ash",70.0,"bdft","Wood"
"10216WAL","10in X 2in X 16ft  Walnut","10","2","10in X 2in X 16ft","Walnut",180.0,"bdft","Wood"
"1/2104OAK","1/2in X 10in X 4ft  Oak","1/2","10","1/2in X 10in X 4ft","Oak",8.0,"bdft","Wood"
"1/4316BIR","1/4in X 3in X 16ft  Birch","1/4","3","1/4in X 3in X 16ft","Birch",3.6,"bdft","Wood"
"3/8412OAK","3/8in X 4in X 12ft  Oak","3/8","4","3/8in X 4in X 12ft","Oak",7.2,"bdft","Wood"
"1/428OAK","1/4in X 2in X 8ft  Oak","1/4","2","1/4in X 2in X 8ft","Oak",1.6,"bdft","Wood"
"21012PIN","2in X 10in X 12ft  Pine","2","10","2in X 10in X 12ft","Pine",60.0,"bdft","Wood"
"5/4104PIN","5/4in X 10in X 4ft  Pine","5/4","10","5/4in X 10in X 4ft","Pine",12.5,"bdft","Wood"
"11012OAK","1in X 10in X 12ft  Oak","1","10","1in X 10in X 12ft","Oak",48.0,"bdft","Wood"
"10410BIR","10in X 4in X 10ft  Birch","10","4","10in X 4in X 10ft","Birch",150.0,"bdft","Wood"
"1/288PIN","1/2in X 8in X 8ft  Pine","1/2","8","1/2in X 8in X 8ft","Pine",8.0,"bdft","Wood"
"6108WAL","6in X 10in X 8ft  Walnut","6","10","6in X 10in X 8ft","Walnut",270.0,"bdft","Wood"
"10312CHE","10in X 3in X 12ft  Cherry","10","3","10in X 3in X 12ft","Cherry",225.0,"bdft","Wood"
"3/824OAK","3/8in X 2in X 4ft  Oak","3/8","2","3/8in X 2in X 4ft","Oak",1.2,"bdft","Wood"
"10310PIN","10in X 3in X 10ft  Pine","10","3","10in X 3in X 10ft","Pine",93.75,"bdft","Wood"
"5/8212OAK","5/8in X 2in X 12ft  Oak","5/8","2","5/8in X 2in X 12ft","Oak",5.52,"bdft","Wood"
"21016BIR","2in X 10in X 16ft  Birch","2","10","2in X 10in X 16ft","Birch",96.0,"bdft","Wood"
"5/41210PIN","5/4in X 12in X 10ft  Pine","5/4","12","5/4in X 12in X 10ft","Pine",37.5,"bdft","Wood"
"5/844BIR","5/8in X 4in X 4ft  Birch","5/8","4","5/8in X 4in X 4ft","Birch",2.76,"bdft","Wood"
"5/844OAK","5/8in X 4in X 4ft  Oak","5/8","4","5/8in X 4in X 4ft","Oak",3.68,"bdft","Wood"
"1316Brch","1in X 3in X 16ft  Birch","1","3","1in X 3in X 16ft","Birch",57.6,"bdft","Wood"
"5/41012PIN","5/4in X 10in X 12ft  Pine","5/4","10","5/4in X 10in X 12ft","Pine",37.5,"bdft","Wood"
"3/438BIR","3/4in X 3in X 8ft  Birch","3/4","3","3/4in X 3in X 8ft","Birch",5.4,"bdft","Wood"
"2124BIR","2in X 12in X 4ft  Birch","2","12","2in X 12in X 4ft","Birch",28.8,"bdft","Wood"
"3/8128WAL","3/8in X 12in X 8ft  Walnut","3/8","12","3/8in X 12in X 8ft","Walnut",16.2,"bdft","Wood"
"10812OAK","10in X 8in X 12ft  Oak","10","8","10in X 8in X 12ft","Oak",480.0,"bdft","Wood"
"NOW3/4","Oval Wire Nail 3/4in",,,"3/4in","Oval Wire Nail",0.0375,"ea","Nails"
"1/4412BIR","1/4in X 4in X 12ft  Birch","1/4","4","1/4in X 4in X 12ft","Birch",3.6,"bdft","Wood"
"10612ASH","10in X 6in X 12ft  Ash","10","6","10in X 6in X 12ft","Ash",315.0,"bdft","Wood"
"1/4810ASH","1/4in X 8in X 10ft  Ash","1/4","8","1/4in X 8in X 10ft","Ash",7.0,"bdft","Wood"
"3/4812CHE","3/4in X 8in X 12ft  Cherry","3/4","8","3/4in X 8in X 12ft","Cherry",36.0,"bdft","Wood"
"1/448ASH","1/4in X 4in X 8ft  Ash","1/4","4","1/4in X 4in X 8ft","Ash",2.8,"bdft","Wood"
"5/8410PIN","5/8in X 4in X 10ft  Pine","5/8","4","5/8in X 4in X 10ft","Pine",5.75,"bdft","Wood"
"3/4310CHE","3/4in X 3in X 10ft  Cherry","3/4","3","3/4in X 3in X 10ft","Cherry",11.25,"bdft","Wood"
"2612ASH","2in X 6in X 12ft  Ash","2","6","2in X 6in X 12ft","Ash",50.4,"bdft","Wood"
"NC012","Common Nail 1/2in",,,,,0.05,"each","Nails"
"3/8128CHE","3/8in X 12in X 8ft  Cherry","3/8","12","3/8in X 12in X 8ft","Cherry",18.0,"bdft","Wood"
"101010WAL","10in X 10in X 10ft  Walnut","10","10","10in X 10in X 10ft","Walnut",562.5,"bdft","Wood"
"1/434CHE","1/4in X 3in X 4ft  Cherry","1/4","3","1/4in X 3in X 4ft","Cherry",1.5,"bdft","Wood"
"5/4410ASH","5/4in X 4in X 10ft  Ash","5/4","4","5/4in X 4in X 10ft","Ash",17.5,"bdft","Wood"
"1/4212BIR","1/4in X 2in X 12ft  Birch","1/4","2","1/4in X 2in X 12ft","Birch",1.8,"bdft","Wood"
"1/2216WAL","1/2in X 2in X 16ft  Walnut","1/2","2","1/2in X 2in X 16ft","Walnut",7.2,"bdft","Wood"
"2108CHE","2in X 10in X 8ft  Cherry","2","10","2in X 10in X 8ft","Cherry",80.0,"bdft","Wood"
"5/428BIR","5/4in X 2in X 8ft  Birch","5/4","2","5/4in X 2in X 8ft","Birch",6.0,"bdft","Wood"
"10610CHE","10in X 6in X 10ft  Cherry","10","6","10in X 6in X 10ft","Cherry",375.0,"bdft","Wood"
"1-1/21012CHE","1-1/2in X 10in X 12ft  Cherry","1-1/2","10","1-1/2in X 10in X 12ft","Cherry",90.0,"bdft","Wood"
"1/41016WAL","1/4in X 10in X 16ft  Walnut","1/4","10","1/4in X 10in X 16ft","Walnut",18.0,"bdft","Wood"
"1/21016WAL","1/2in X 10in X 16ft  Walnut","1/2","10","1/2in X 10in X 16ft","Walnut",36.0,"bdft","Wood"
"134CHE","1in X 3in X 4ft  Cherry","1","3","1in X 3in X 4ft","Cherry",6.0,"bdft","Wood"
"12210BIR","12in X 2in X 10ft  Birch","12","2","12in X 2in X 10ft","Birch",90.0,"bdft","Wood"
"444CHE","4in X 4in X 4ft  Cherry","4","4","4in X 4in X 4ft","Cherry",40.0,"bdft","Wood"
"1/2816PIN","1/2in X 8in X 16ft  Pine","1/2","8","1/2in X 8in X 16ft","Pine",16.0,"bdft","Wood"
"4416BIR","4in X 4in X 16ft  Birch","4","4","4in X 4in X 16ft","Birch",96.0,"bdft","Wood"
"3/4104ASH","3/4in X 10in X 4ft  Ash","3/4","10","3/4in X 10in X 4ft","Ash",10.5,"bdft","Wood"
